Phrase	Grammar	Transcription	Translation	Notes
أَنَا		anā	ja	
أَنْتَ		anta	ty	r. m.
أَنْتِ		anti	ty	r. ż.
نَحْنُ		naḥnu	my	
أَنْتُم		antum	wy	r. m.
أَنْتُنَّ		antunna	wy	r. ż.
هُمْ		hum	oni	
هُنَّ		hunna	one	
مُوَاطِنٌ		muwāṭin	obywatel	
بُولُونِيٌّ		būlūnī	polski	
رَجُلٌ (رِجَالٌ)		rajul (riǧāl)	człowiek (ludzie); mężczyzna (mężczyźni)	
كَذَلِكَ		kaḏalik	też; także	
صُحُفِي		ṣuḥufī	dziennikarz	
غُرْفَةٌ (غُرَفٌ)		ġurfa (ġuraf)	pokój (pokoje); izba (izby)	
كُرْسِيٌّ (كَرَاسِيُّ)		kursī (karāsī)	krzesło (krzesła)	
سَرِيرٌ (أَسِرَّةٌ)		sarīr (asirra)	łóżko (łóżka)	
قَدِيمٌ		qadīm	stary	
فِي		fī	w	
نَافِذَةٌ (نَوَافِذُ)		nāfiḏa (nawāfiḏ)	okno (okna)	
ثَانَوِيٌّ		ṯānawī	wtórny; drugiego stopnia	
سَلِيمٌ		salīm	cały; nieuszkodzony	
طَاوِلَةٌ (طَاوِلَاتٌ)		ṭāwila (ṭāwilāt)	stół (stoły)	
مَدْرَسَةٌ (مَدَارِسُ)		madrasa (madāris)	szkoła (szkoły)	
عَلَى		ʿalā	na	
مَنْ		man	kto	
مَرِيضٌ (مَرْضَى)		marīḍ (marḍā)	chory (chorzy)	
هَلْ		hal	czy	
أَيْنَ		ayna	gdzie	
أَكْلٌ		akl	jedzenie	
أَوْ		aw	albo; lub	
أَلْآنَ		al-āna	teraz	
فَلَّاحٌ		fallāḥ	chłop; fellah	
مَصْنَعٌ (مَصَانِعٌ)		maṣnaʿ (maṣāniʿ)	fabryka (fabryki)	
عَامِلٌ (عُمَّالٌ)		ʿāmil (ʿummāl)	robotnik (robotnicy)	
