Phrase	Grammar	Transcription	Translation	Notes
hacer ejercicio				
la foto				
hacer fotos				
cenar				
invitar a cenar				
la compra				
ir de compras				
la excursión				
ir de excursión				
pues				
querer				
el curso				
especial				
la guitarra flamenca				
la cocina				
la literatura				
la pronunciación				
la gramática				
el intercambio				
la clase particular				
aprender				
practicar				
conmigo				
nativo				
el año				
la experiencia				
el precio				
económico				
la actividad				
cultural				
el taller				
el debate				
el mes				
el Gran Hermano				
la telenovela				
el impacto				
el país				
la semana				
la película				
el club				
social				
vivir				
el partido				
la liga				
la pantalla				
gigante				
el jueves				
interesar				
viajar por Sudamérica				
el trabajo				
por mi trabajo				
porque				
el novio				
la novia				
chatear				
mejorar				
el currículum				
aprobar el curso				
aquí				
el idioma				
el hijo				
la hija				
tener hijos				
la pareja				
estable				
ser millonario				
ser millonaria				
grande				
famoso				
la luna				
el compañero				
la compañera				
el fin de semana				
el deporte				
hacer deporte				
bueno				
hablar				
visitar				
entrar				
comprar				
comer				
descubrir				
conocer				
la lengua				
la fotografía				
el lugar				
nuevo				
la playa				
el hermano				
la hermana				
el pueblo				
la discoteca				
la historia				
la mano				
la moto				
el ave				
el arte				
la cultura				
la vida nocturna				
la política				
la artesanía				
la naturaleza				
el toro				
la economía				
Patagonia				
la familia				
el inglés				
bastante bien				
el francés				
entender				
el portugués				
regular				
un poco				
el italiano				
pero				
muy mal				
saber				
el alemán				
la lengua materna				
el periódico				
la revista				
escuchar				
la canción				
el ejercicio				
la poesía				
mucho				
la clase				
la grabación				
la postal				
el juego				
preparar				
el plato típico				
traducir				
buscar				
la información				
internet				
te quiero				
el aire				
besar				
el cuerpo				
sentir				
la rosa				
mirar				
la luz				
seguir				
la idea				
soñar				
la vida				
San Valentín				
el japonés			japończyk	
el holandés			holender	
el ruso			rosjanin	
el griego			grek	
el hawaiano			hawajczyk	
