Phrase	Grammar	Transcription	Translation	Notes
按时	Adv	ànshí		
白	Adv	bái		
本	Adv	běn		
便	adv, conj	biàn		
并	adv, conj	bìng		
不必	Adv	búbì		
不大	Adv	búdà		
不断	Adv	búduàn		
不住	Adv	búzhù		
曾	Adv	céng		
曾经	Adv	céngjīng		
差一点儿	Adv	chāyīdiǎnr		
重	Adv	zhòng		
重新	Adv	chóngxīn		
从来	Adv	cónglái		
大约	Adv	dàyuē		
单	Adv	dàn		
到处	Adv	dàochù		
到底	Adv	dàodǐ		
倒是	Adv	dào(shi)		
的确	Adv	díquè		
凡	Adv	fán		
反复	adv, n	fǎnfù		
反正	Adv	fǎnzhèng		
分别	v, adv	fēnbié		
赶紧	Adv	gǎnjǐn		
赶快	Adv	gǎnkuài		
刚刚	Adv	gānggāng		
更加	Adv	gèngjiā		
共	Adv	gòng		
光	Adv	guāng		
果然	Adv	guǒrán		
好好儿	Adv	hǎohāor		
好容易	Adv	hǎoróngyì		
胡乱	Adv	húluàn		
回头	Adv	huítóu		
几乎	Adv	jīhū		
极	Adv	jí		
极其	Adv	jíqí		
渐渐	Adv	jiànjiàn		
将	Adv	jiāng		
将要	Adv	jiāngyào		
较	prep, adv	jiào		
仅	Adv	jǐn		
仅仅	Adv	jǐnjǐn		
尽管	adv, conj	jǐnguǎn		
尽量	Adv	jìnliàng		
究竟	Adv	jiūjìng		
就是	adv, conj	jiùshì		
据说	Adv	jùshuō		
决	Adv	jué		
可	adv, conj	kě		
恐怕	Adv	kǒngpà		
老(是)	Adv	lǎo(shi)		
立即	Adv	lìjí		
连	v, adv	lián		
连忙	Adv	liánmáng		
连续	Adv	liánxù		
陆续	Adv	lùxù		
每	Adv	měi		
难道	Adv	nándào		
怕	Adv	pà		
偏	Adv	piān		
其次	Adv	qícì		
千万	Adv	qiānwàn		
悄悄	Adv	qiāoqiāo		
且	adv, conj	qiě		
亲自	Adv	qīnzì		
却	Adv	què		
仍	Adv	réng		
仍然	Adv	réngrán		
稍	Adv	shāo		
稍微	Adv	shāowēi		
始终	Adv	shǐzhōng		
首先	Adv	shǒuxiān		
顺便	Adv	shùnbiàn		
似乎	Adv	sìhū		
随时	Adv	suíshí		
特此	Adv	tècǐ		
偷偷	Adv	tōutōu		
往往	Adv	wǎngwǎng		
未	Adv	wèi		
无	v, adv	wú		
先后	n, adv	xiānhòu		
显然	Adv	xiǎnrán		
相	Adv	xiāng		
许	v, adv	xǔ		
一	Adv	yī		
一道	Adv	yídào		
一齐	Adv	yìqí		
一同	Adv	yìtóng		
一下子	Adv	yíxiàzi		
已	Adv	yǐ		
有(一)点儿	Adv	yǒu(yì)diǎnr		
有时	Adv	yǒushí		
约	v, adv	yuē		
直	Adv	zhí		
只是	adv, conj	zhǐshì		
只有	adv, conj	zhǐyǒu		
至少	Adv	zhìshǎo		
终于	Adv	zhōngyú		
逐步	Adv	zhúbù		
逐渐	Adv	zhújiàn		
最好	Adv	zuìhǎo		
