Phrase	Grammar	Transcription	Translation	Notes
罢工		bà gōng		
保密		bǎo mì		
报仇		bàochóu		
被迫		bèi pò		
不对		bú duì		
不见得		bù jiàndé		
不可		bùkě		
不是  而是		bùshì … érshì …		
不是  就是		bùshì … jiùshì …		
不象话		búxiànghuà		
不在乎		bù zàihu		
不怎么样		bù zěnmeyàng		
操心		cāo xīn		
插秧		chā yāng		
吵架		chǎo jià		
成千上万		chéng qiān shàng wàn		
吃苦		chī kǔ		
吃亏		chī kuī		
出门		chū mén		
出难题		chū nántí		
出事		chū shì		
出洋相		chū yángxiàng		
粗心大意		cūxīn dàyì		
达成		dá chéng		
打败		dǎ bài		
打架		dǎ jià		
打交道		dǎ jiāodao		
打破		dǎ pò		
打仗		dǎ zhàng		
打招呼		dǎzhāohu		
带头		dài tóu		
当家		dāng jiā		
当面		dāng miàn		
倒霉		dǎo méi		
到…为止		dào … wéizhǐ		
得病		dé bìng		
得了		dé le		
得意		dé yì		
订婚(定婚)		dìng hūn		
懂事		dǒng shì		
对…来说		duì … láishuō		
对得起		duìdeqǐ		
对了		duìle		
多劳多得		duō láo duō dé		
发电		fā diàn		
翻身		fān shēn		
犯罪		fàn zuì		
放手		fàng shǒu		
放学		fàng xué		
费力		fèi lì		
分工		fēn gōng		
赶上		gǎn shàng		
各式各样		gè shì gè yàng		
拐弯		guǎi wānr		
怪不得		guài bu de		
贵宾		guì bīn		
恨不得		hèn bu de		
滑雪		huá xuě		
画蛇添足		huà shé tiān zú		
灰心		huī xīn		
汇款		huì kuǎn		
或多或少		huò duō huò shǎo		
加油		jiā yóu		
讲课		jiǎng kè		
尽力		jìn lì		
敬酒		jìng jiǔ		
就是…也		jiùshì … yě …		
就是说		jiù shì shuō		
聚精会神		jù jīng huì shén		
决口		jué kǒu		
开饭		kāi fàn		
开口		kāi kǒu		
开幕		kāi mù		
开夜车		kāi yèchē		
可不是		kě bu shì		
留学		liú xué		
露面		lòu miàn		
没说的		méi shuō de		
拿…来说		ná … láishuō		
闹笑话		nào xiàohuà		
闹着玩儿		nàozhe wánr		
能歌善舞		néng gē shàn wǔ		
念书		niànshū		
农贸市场		nóngmào shìchǎng		
碰钉子		pèng dīngzi		
破产		pò chǎn		
千方百计		qiān fāng bǎi jì		
忍不住		rěn bu zhù		
如下		rú xià		
伤脑筋		shāng nǎojīn		
舍不得		shě bu de		
摄影		shè yǐng		
生病		shēng bìng		
使劲		shǐ jìn		
售货		shòu huò		
说服		shuō fú		
四面八方		sì miàn bā fāng		
送礼		sòng lǐ		
算术		suàn shù		
叹气		tàn qì		
通信		tōng xìn		
万古长青		wàn gǔ cháng qīng		
无产阶级		wúchǎn jiējí		
无法		wú fǎ		
无可奈何		wú kě nàihé		
无论如何		wúlùn rúhé		
消毒		xiāo dú		
兴高采烈		xìng gāo cǎi liè		
一面…一面		yīmiàn … yīmiàn …		
一系列		yīxìliè		
一下儿		yīxià		
用心		yòng xīn		
有两下子		yǒu liǎng xiàzi		
愈…愈…		yù … yù …		
增产		zēng chǎn		
招手		zhāo shǒu		
着凉		zháo liáng		
这样一来		zhèyàng yī lái		
真是		zhēn shi		
整风		zhěng fēng		
正当		zhèng dāng		
知识分子		zhīshi fènzǐ		
…之类		zhīlèi		
…之内		zhīnèi		
…之外		zhīwài		
转弯		zhuǎn wān		
自始至终		zī shǐ zhì zhōng		
自相矛盾		zì xiāng máodùn		
自言自语		zì yán zì yǔ		
总而言之		zǒng ér yán zhī		
走后门儿		zǒu hòuménr		
走弯路		zǒu wānlù		
作战		zuò zhàn		
