Phrase	Grammar	Transcription	Translation	Notes
爱面子		ài miànzi		
碍事		ài shì		
按劳分配		àn láo fēnpèi		
把关		bǎ guān		
百花齐放		bǎi huā qí fàng		
百家争鸣		bǎi jiā zhēng míng		
拜年		bài nián		
半途而废		bàn tú ér fèi		
半真半假		bàn zhēn bàn jiǎ		
办学		bàn xué		
暴风骤雨		bào fēng zhòu yǔ		
编者按		biānzhě àn		
贬值		biǎn zhí		
变形		biàn xíng		
变质		biàn zhì		
播音		bō yīn		
拨款		bō kuǎn		
不辞而别		bù cí ér bié		
不正之风		bù zhèng zhī fēng		
不亢不卑		bú kàng bù bēi		
不相上下		bù xiāng shàng xià		
不言而喻		bù yán ér yù		
不知不觉		bù zhī bù jué		
裁军		cái jūn		
参军		cān jūn		
层出不穷		céng chū bù qióng		
插嘴		chāzuǐ		
超产		chāo chǎn		
吵嘴		chǎo zuǐ		
称心		chèn xīn		
成套		chéng tào		
诚心诚意		chéng xīn chéng yì		
抽空		chōu kòng		
出差		chū chāi		
出境		chū jìng		
出面		chū miàn		
出名		chū míng		
出神		chū shén		
除此之外		chú cǐ zhī wài		
川流不息		chuān liú bù xī		
吹牛		chuī niú		
辞职		cí zhí		
从容不迫		cóngróng bù pò		
从…看来		cóng … kànlái		
存款		cún kuǎn		
打猎		dǎ liè		
大包大揽		dàbāo dàlǎn		
大公无私		dà gōng wú sī		
大锅饭		dàguō fàn		
大同小异		dà tóng xiǎo yì		
大有可为		dà yǒu kě wéi		
贷款		dài kuǎn		
待业		dài yè		
怠工		dài gōng		
捣蛋		dǎo dàn		
捣乱		dǎo luàn		
到期		dào qī		
得不偿失		dé bù cháng shī		
登陆		dēng lù		
帝国主义		dìguó zhǔyì		
点火		diǎn huǒ		
点明		diǎnmíng		
定点		dìng diǎn		
定性		dìng xìng		
订货/定货		dìng huò		
丢人		diū rén		
东奔西走		dōng bēn xī zǒu		
动工		dòng gōng		
独立自主		dúlì zìzhǔ		
断断续续		duànduàn xùxù		
发病		fā bìng		
发财		fā cái		
发愁		fā chóu		
发奋图强		fāfèn tú qiáng		
发火		fā huǒ		
发脾气		fā píqi		
发热		fā rè		
发誓		fā shì		
发炎		fā yán		
发扬光大		fāyáng guāngdà		
罚款		fá kuǎn		
犯法		fàn fǎ		
犯浑		fàn hún		
防汛		fáng xùn		
防疫		fáng yì		
非…才		fēi … cái		
分红		fēn hóng		
分类		fēn lèi		
分批		fēn pī		
分期		fēn qī		
分清		fēn qīng		
付款		fù kuǎn		
负伤		fù shāng		
改邪归正		gǎi xié guī zhèng		
搞鬼		gǎo guǐ		
搞活		gǎo huó		
告状		gào zhuàng		
格格不入		gé gé bù rù		
各奔前程		gè bèn qián chéng		
各行各业		gè háng gè yè		
根深蒂固		gēn shēn dì gù		
工人阶级		gōngrén jiējí		
供不应求		gōng bù yìng qiú		
公有		gōngyǒu		
共产主义		gòngchǎn zhǔyì		
顾不得		gù bu de		
顾全大局		gùquán dàjú		
挂钩		guà gōu		
归根到底		guī gēn dào dǐ		
国有		guó yǒu		
害羞		hài xiū		
好说		hǎo shuō		
浩浩荡荡		hàohào dàngdàng		
和平共处		hépíng gòng chǔ		
合情合理		hé qíng hé lǐ		
狠心		hěn xīn		
轰轰烈烈		hōnghōng lièliè		
化妆		huà zhuāng		
怀孕		huái yùn		
还原		huán yuán		
集邮		jí yóu		
集资		jí zī		
家喻户晓		jiā yù hù xiǎo		
加班		jiā bān		
加热		jiā rè		
坚贞不屈		jiānzhēn bù qū		
剪彩		jiǎn cǎi		
减产		jiǎn chǎn		
建交		jiàn jiāo		
讲理		jiǎng lǐ		
降价		jiàng jià		
交手		jiāo shǒu		
接班		jiē bān		
接二连三		jiē èr lián sān		
结果		jiéguǒ		
节能		jié néng		
结业		jié yè		
戒严		jiè yán		
津津有味		jīnjīn yǒu wèi		
精打细算		jīng dǎ xì suàn		
精益求精		jīng yì qiú jīng		
兢兢业业		jīngjīng yèyè		
