Phrase	Grammar	Transcription	Translation	Notes
安全	adj, n	ānquán		
暗	Adj	àn		
薄	Adj	báo		
宝贵	Adj	bǎoguì		
抱歉	Adj	bàoqiàn		
悲痛	Adj	bēitòng		
本来	Adj	běnlái		
笨	Adj	bèn		
必然	Adj	bìrán		
必要	Adj	bìyào		
扁	Adj	biǎn		
遍	Adj	biàn		
标准	n, adj	biāozhǔn		
不得了	Adj	bùdéliǎo		
不平	adj, n	bùpíng		
不少	Adj	bùshǎo		
不行	Adj	bùxíng		
不幸	Adj	búxìng		
差	Adj	chà		
差不多	Adj	chàbuduō		
彻底	Adj	chèdǐ		
沉默	Adj	chénmò		
成功	v, adj	chénggōng		
成熟	v, adj	chéngshú		
诚恳	Adj	chéngkěn		
诚实	Adj	chéngshí		
充分	Adj	chōngfèn		
充足	Adj	chōngzú		
崇高	Adj	chónggāo		
抽象	Adj	chōuxiàng		
臭	Adj	chòu		
初	adj, pref	chū(chūyī)		
初步	Adj	chūbù		
初级	Adj	chūjí		
聪明	Adj	cōngming		
粗	Adj	cū		
大胆	Adj	dàdǎn		
大量	Adj	dàliàng		
大批	Adj	dàpī		
大型	Adj	dàxíng		
呆	Adj	dāi		
单	Adj	dān		
单调	Adj	dāndiào		
淡	Adj	dàn		
动人	Adj	dòngrén		
发达	Adj	fādá		
繁荣	adj, v	fánróng		
反动	Adj	fǎndòng		
方	Adj	fāng		
肥	Adj	féi		
纷纷	Adj	fēnfēn		
愤怒	Adj	fènnù		
封建	Adj	fēngjiàn		
副	Adj	fù		
富	Adj	fù		
干	Adj	gān		
干脆	Adj	gāncuì		
干燥	Adj	gānzào		
高大	Adj	gāodà		
高度	n, adj	gāodù		
个别	Adj	gèbié		
根本	n, adj	gēnběn		
公费	Adj	gōngfèi		
公共	Adj	gōnggòng		
公开	adj, v	gōngkāi		
巩固	adj, v	gǒnggù		
共同	Adj	gòngtóng		
鼓掌	Adj	gǔ zhǎng		
古迹	Adj	gǔjì		
故意	Adj	gùyì		
怪	Adj	guài		
光	Adj	guāng		
光辉	n, adj	guānghuī		
